OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
12321,ME,MNE,Montenegro,2020-05-24T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12322,ME,MNE,Montenegro,2020-05-25T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12323,ME,MNE,Montenegro,2020-05-26T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12324,ME,MNE,Montenegro,2020-05-27T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12325,ME,MNE,Montenegro,2020-05-28T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12326,ME,MNE,Montenegro,2020-05-29T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12327,ME,MNE,Montenegro,2020-05-30T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12328,ME,MNE,Montenegro,2020-05-31T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12329,ME,MNE,Montenegro,2020-06-01T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12330,ME,MNE,Montenegro,2020-06-02T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12331,ME,MNE,Montenegro,2020-06-03T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12332,ME,MNE,Montenegro,2020-06-04T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12333,ME,MNE,Montenegro,2020-06-05T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12334,ME,MNE,Montenegro,2020-06-06T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12335,ME,MNE,Montenegro,2020-06-07T00:00:00.000Z,0,324,0,9,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
12336,MS,MSR,Montserrat,2020-03-18T00:00:00.000Z,1,1,0,0,"蒙特塞拉特岛
",,,,
12337,MS,MSR,Montserrat,2020-03-19T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12338,MS,MSR,Montserrat,2020-03-20T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12339,MS,MSR,Montserrat,2020-03-21T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12340,MS,MSR,Montserrat,2020-03-22T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12341,MS,MSR,Montserrat,2020-03-23T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12342,MS,MSR,Montserrat,2020-03-24T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12343,MS,MSR,Montserrat,2020-03-25T00:00:00.000Z,0,1,0,0,"蒙特塞拉特岛
",,,,
12344,MS,MSR,Montserrat,2020-03-26T00:00:00.000Z,1,2,0,0,"蒙特塞拉特岛
",,,,
12345,MS,MSR,Montserrat,2020-03-27T00:00:00.000Z,0,2,0,0,"蒙特塞拉特岛
",,,,
12346,MS,MSR,Montserrat,2020-03-28T00:00:00.000Z,3,5,0,0,"蒙特塞拉特岛
",,,,
12347,MS,MSR,Montserrat,2020-03-29T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12348,MS,MSR,Montserrat,2020-03-30T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12349,MS,MSR,Montserrat,2020-03-31T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12350,MS,MSR,Montserrat,2020-04-01T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12351,MS,MSR,Montserrat,2020-04-02T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12352,MS,MSR,Montserrat,2020-04-03T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12353,MS,MSR,Montserrat,2020-04-04T00:00:00.000Z,0,5,0,0,"蒙特塞拉特岛
",,,,
12354,MS,MSR,Montserrat,2020-04-05T00:00:00.000Z,1,6,0,0,"蒙特塞拉特岛
",,,,
12355,MS,MSR,Montserrat,2020-04-06T00:00:00.000Z,0,6,0,0,"蒙特塞拉特岛
",,,,
12356,MS,MSR,Montserrat,2020-04-07T00:00:00.000Z,0,6,0,0,"蒙特塞拉特岛
",,,,
12357,MS,MSR,Montserrat,2020-04-08T00:00:00.000Z,0,6,0,0,"蒙特塞拉特岛
",,,,
12358,MS,MSR,Montserrat,2020-04-09T00:00:00.000Z,2,8,0,0,"蒙特塞拉特岛
",,,,
12359,MS,MSR,Montserrat,2020-04-10T00:00:00.000Z,0,8,0,0,"蒙特塞拉特岛
",,,,
12360,MS,MSR,Montserrat,2020-04-11T00:00:00.000Z,1,9,0,0,"蒙特塞拉特岛
",,,,
12361,MS,MSR,Montserrat,2020-04-12T00:00:00.000Z,0,9,0,0,"蒙特塞拉特岛
",,,,
12362,MS,MSR,Montserrat,2020-04-13T00:00:00.000Z,0,9,0,0,"蒙特塞拉特岛
",,,,
12363,MS,MSR,Montserrat,2020-04-14T00:00:00.000Z,2,11,0,0,"蒙特塞拉特岛
",,,,
12364,MS,MSR,Montserrat,2020-04-15T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12365,MS,MSR,Montserrat,2020-04-16T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12366,MS,MSR,Montserrat,2020-04-17T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12367,MS,MSR,Montserrat,2020-04-18T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12368,MS,MSR,Montserrat,2020-04-19T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12369,MS,MSR,Montserrat,2020-04-20T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12370,MS,MSR,Montserrat,2020-04-21T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12371,MS,MSR,Montserrat,2020-04-22T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12372,MS,MSR,Montserrat,2020-04-23T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12373,MS,MSR,Montserrat,2020-04-24T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12374,MS,MSR,Montserrat,2020-04-25T00:00:00.000Z,0,11,0,0,"蒙特塞拉特岛
",,,,
12375,MS,MSR,Montserrat,2020-04-26T00:00:00.000Z,0,11,1,1,"蒙特塞拉特岛
",,,,
12376,MS,MSR,Montserrat,2020-04-27T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12377,MS,MSR,Montserrat,2020-04-28T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12378,MS,MSR,Montserrat,2020-04-29T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12379,MS,MSR,Montserrat,2020-04-30T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12380,MS,MSR,Montserrat,2020-05-01T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12381,MS,MSR,Montserrat,2020-05-02T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12382,MS,MSR,Montserrat,2020-05-03T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12383,MS,MSR,Montserrat,2020-05-04T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12384,MS,MSR,Montserrat,2020-05-05T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12385,MS,MSR,Montserrat,2020-05-06T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12386,MS,MSR,Montserrat,2020-05-07T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12387,MS,MSR,Montserrat,2020-05-08T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12388,MS,MSR,Montserrat,2020-05-09T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12389,MS,MSR,Montserrat,2020-05-10T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12390,MS,MSR,Montserrat,2020-05-11T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12391,MS,MSR,Montserrat,2020-05-12T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12392,MS,MSR,Montserrat,2020-05-13T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12393,MS,MSR,Montserrat,2020-05-14T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12394,MS,MSR,Montserrat,2020-05-15T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12395,MS,MSR,Montserrat,2020-05-16T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12396,MS,MSR,Montserrat,2020-05-17T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12397,MS,MSR,Montserrat,2020-05-18T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12398,MS,MSR,Montserrat,2020-05-19T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12399,MS,MSR,Montserrat,2020-05-20T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12400,MS,MSR,Montserrat,2020-05-21T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12401,MS,MSR,Montserrat,2020-05-22T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12402,MS,MSR,Montserrat,2020-05-23T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12403,MS,MSR,Montserrat,2020-05-24T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12404,MS,MSR,Montserrat,2020-05-25T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12405,MS,MSR,Montserrat,2020-05-26T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12406,MS,MSR,Montserrat,2020-05-27T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12407,MS,MSR,Montserrat,2020-05-28T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12408,MS,MSR,Montserrat,2020-05-29T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12409,MS,MSR,Montserrat,2020-05-30T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12410,MS,MSR,Montserrat,2020-05-31T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12411,MS,MSR,Montserrat,2020-06-01T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12412,MS,MSR,Montserrat,2020-06-02T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12413,MS,MSR,Montserrat,2020-06-03T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12414,MS,MSR,Montserrat,2020-06-04T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12415,MS,MSR,Montserrat,2020-06-05T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12416,MS,MSR,Montserrat,2020-06-06T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12417,MS,MSR,Montserrat,2020-06-07T00:00:00.000Z,0,11,0,1,"蒙特塞拉特岛
",,,,
12418,MA,MAR,Morocco,2020-03-02T00:00:00.000Z,1,1,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12419,MA,MAR,Morocco,2020-03-03T00:00:00.000Z,0,1,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12420,MA,MAR,Morocco,2020-03-04T00:00:00.000Z,0,1,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12421,MA,MAR,Morocco,2020-03-05T00:00:00.000Z,1,2,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12422,MA,MAR,Morocco,2020-03-06T00:00:00.000Z,0,2,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12423,MA,MAR,Morocco,2020-03-07T00:00:00.000Z,0,2,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12424,MA,MAR,Morocco,2020-03-08T00:00:00.000Z,0,2,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12425,MA,MAR,Morocco,2020-03-09T00:00:00.000Z,0,2,0,0,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12426,MA,MAR,Morocco,2020-03-10T00:00:00.000Z,1,3,1,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12427,MA,MAR,Morocco,2020-03-11T00:00:00.000Z,2,5,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12428,MA,MAR,Morocco,2020-03-12T00:00:00.000Z,1,6,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12429,MA,MAR,Morocco,2020-03-13T00:00:00.000Z,0,6,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12430,MA,MAR,Morocco,2020-03-14T00:00:00.000Z,12,18,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12431,MA,MAR,Morocco,2020-03-15T00:00:00.000Z,10,28,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12432,MA,MAR,Morocco,2020-03-16T00:00:00.000Z,1,29,0,1,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12433,MA,MAR,Morocco,2020-03-17T00:00:00.000Z,9,38,1,2,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12434,MA,MAR,Morocco,2020-03-18T00:00:00.000Z,11,49,0,2,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12435,MA,MAR,Morocco,2020-03-19T00:00:00.000Z,12,61,0,2,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12436,MA,MAR,Morocco,2020-03-20T00:00:00.000Z,13,74,1,3,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12437,MA,MAR,Morocco,2020-03-21T00:00:00.000Z,12,86,0,3,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12438,MA,MAR,Morocco,2020-03-22T00:00:00.000Z,23,109,0,3,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12439,MA,MAR,Morocco,2020-03-23T00:00:00.000Z,25,134,1,4,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12440,MA,MAR,Morocco,2020-03-24T00:00:00.000Z,9,143,0,4,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12441,MA,MAR,Morocco,2020-03-25T00:00:00.000Z,27,170,1,5,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12442,MA,MAR,Morocco,2020-03-26T00:00:00.000Z,55,225,1,6,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12443,MA,MAR,Morocco,2020-03-27T00:00:00.000Z,50,275,4,10,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12444,MA,MAR,Morocco,2020-03-28T00:00:00.000Z,83,358,13,23,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12445,MA,MAR,Morocco,2020-03-29T00:00:00.000Z,92,450,3,26,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12446,MA,MAR,Morocco,2020-03-30T00:00:00.000Z,66,516,3,29,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12447,MA,MAR,Morocco,2020-03-31T00:00:00.000Z,58,574,4,33,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12448,MA,MAR,Morocco,2020-04-01T00:00:00.000Z,64,638,4,37,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12449,MA,MAR,Morocco,2020-04-02T00:00:00.000Z,38,676,3,40,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12450,MA,MAR,Morocco,2020-04-03T00:00:00.000Z,59,735,7,47,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12451,MA,MAR,Morocco,2020-04-04T00:00:00.000Z,123,858,3,50,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12452,MA,MAR,Morocco,2020-04-05T00:00:00.000Z,102,960,16,66,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12453,MA,MAR,Morocco,2020-04-06T00:00:00.000Z,153,1113,5,71,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12454,MA,MAR,Morocco,2020-04-07T00:00:00.000Z,28,1141,12,83,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12455,MA,MAR,Morocco,2020-04-08T00:00:00.000Z,101,1242,8,91,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12456,MA,MAR,Morocco,2020-04-09T00:00:00.000Z,104,1346,5,96,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12457,MA,MAR,Morocco,2020-04-10T00:00:00.000Z,85,1431,9,105,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12458,MA,MAR,Morocco,2020-04-11T00:00:00.000Z,96,1527,5,110,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12459,MA,MAR,Morocco,2020-04-12T00:00:00.000Z,90,1617,3,113,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12460,MA,MAR,Morocco,2020-04-13T00:00:00.000Z,129,1746,7,120,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12461,MA,MAR,Morocco,2020-04-14T00:00:00.000Z,92,1838,6,126,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12462,MA,MAR,Morocco,2020-04-15T00:00:00.000Z,150,1988,1,127,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12463,MA,MAR,Morocco,2020-04-16T00:00:00.000Z,263,2251,1,128,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12464,MA,MAR,Morocco,2020-04-17T00:00:00.000Z,277,2528,5,133,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12465,MA,MAR,Morocco,2020-04-18T00:00:00.000Z,142,2670,4,137,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12466,MA,MAR,Morocco,2020-04-19T00:00:00.000Z,150,2820,1,138,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12467,MA,MAR,Morocco,2020-04-20T00:00:00.000Z,170,2990,5,143,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12468,MA,MAR,Morocco,2020-04-21T00:00:00.000Z,196,3186,1,144,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12469,MA,MAR,Morocco,2020-04-22T00:00:00.000Z,191,3377,5,149,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12470,MA,MAR,Morocco,2020-04-23T00:00:00.000Z,160,3537,2,151,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12471,MA,MAR,Morocco,2020-04-24T00:00:00.000Z,155,3692,4,155,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12472,MA,MAR,Morocco,2020-04-25T00:00:00.000Z,197,3889,4,159,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12473,MA,MAR,Morocco,2020-04-26T00:00:00.000Z,158,4047,1,160,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12474,MA,MAR,Morocco,2020-04-27T00:00:00.000Z,68,4115,1,161,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12475,MA,MAR,Morocco,2020-04-28T00:00:00.000Z,131,4246,2,163,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12476,MA,MAR,Morocco,2020-04-29T00:00:00.000Z,43,4289,4,167,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12477,MA,MAR,Morocco,2020-04-30T00:00:00.000Z,70,4359,1,168,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12478,MA,MAR,Morocco,2020-05-01T00:00:00.000Z,170,4529,3,171,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12479,MA,MAR,Morocco,2020-05-02T00:00:00.000Z,158,4687,1,172,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12480,MA,MAR,Morocco,2020-05-03T00:00:00.000Z,193,4880,2,174,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12481,MA,MAR,Morocco,2020-05-04T00:00:00.000Z,120,5000,3,177,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12482,MA,MAR,Morocco,2020-05-05T00:00:00.000Z,153,5153,3,180,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12483,MA,MAR,Morocco,2020-05-06T00:00:00.000Z,229,5382,2,182,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12484,MA,MAR,Morocco,2020-05-07T00:00:00.000Z,123,5505,1,183,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12485,MA,MAR,Morocco,2020-05-08T00:00:00.000Z,156,5661,2,185,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12486,MA,MAR,Morocco,2020-05-09T00:00:00.000Z,212,5873,1,186,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12487,MA,MAR,Morocco,2020-05-10T00:00:00.000Z,165,6038,2,188,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12488,MA,MAR,Morocco,2020-05-11T00:00:00.000Z,188,6226,0,188,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12489,MA,MAR,Morocco,2020-05-12T00:00:00.000Z,154,6380,0,188,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12490,MA,MAR,Morocco,2020-05-13T00:00:00.000Z,86,6466,0,188,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12491,MA,MAR,Morocco,2020-05-14T00:00:00.000Z,127,6593,1,189,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12492,MA,MAR,Morocco,2020-05-15T00:00:00.000Z,30,6623,1,190,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12493,MA,MAR,Morocco,2020-05-16T00:00:00.000Z,58,6681,2,192,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12494,MA,MAR,Morocco,2020-05-17T00:00:00.000Z,117,6798,0,192,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12495,MA,MAR,Morocco,2020-05-18T00:00:00.000Z,132,6930,0,192,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12496,MA,MAR,Morocco,2020-05-19T00:00:00.000Z,42,6972,1,193,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12497,MA,MAR,Morocco,2020-05-20T00:00:00.000Z,76,7048,1,194,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12498,MA,MAR,Morocco,2020-05-21T00:00:00.000Z,137,7185,2,196,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12499,MA,MAR,Morocco,2020-05-22T00:00:00.000Z,26,7211,0,196,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12500,MA,MAR,Morocco,2020-05-23T00:00:00.000Z,121,7332,1,197,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12501,MA,MAR,Morocco,2020-05-24T00:00:00.000Z,74,7406,1,198,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12502,MA,MAR,Morocco,2020-05-25T00:00:00.000Z,27,7433,1,199,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12503,MA,MAR,Morocco,2020-05-26T00:00:00.000Z,99,7532,1,200,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12504,MA,MAR,Morocco,2020-05-27T00:00:00.000Z,45,7577,2,202,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12505,MA,MAR,Morocco,2020-05-28T00:00:00.000Z,24,7601,0,202,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12506,MA,MAR,Morocco,2020-05-29T00:00:00.000Z,42,7643,0,202,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12507,MA,MAR,Morocco,2020-05-30T00:00:00.000Z,71,7714,0,202,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12508,MA,MAR,Morocco,2020-05-31T00:00:00.000Z,66,7780,2,204,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12509,MA,MAR,Morocco,2020-06-01T00:00:00.000Z,27,7807,1,205,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12510,MA,MAR,Morocco,2020-06-02T00:00:00.000Z,26,7833,0,205,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12511,MA,MAR,Morocco,2020-06-03T00:00:00.000Z,33,7866,1,206,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12512,MA,MAR,Morocco,2020-06-04T00:00:00.000Z,56,7922,0,206,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12513,MA,MAR,Morocco,2020-06-05T00:00:00.000Z,81,8003,2,208,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12514,MA,MAR,Morocco,2020-06-06T00:00:00.000Z,68,8071,0,208,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12515,MA,MAR,Morocco,2020-06-07T00:00:00.000Z,80,8151,0,208,摩洛哥,Maroc,Marruecos,Марокко,المغرب
12516,MZ,MOZ,Mozambique,2020-03-23T00:00:00.000Z,1,1,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12517,MZ,MOZ,Mozambique,2020-03-24T00:00:00.000Z,0,1,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12518,MZ,MOZ,Mozambique,2020-03-25T00:00:00.000Z,2,3,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12519,MZ,MOZ,Mozambique,2020-03-26T00:00:00.000Z,2,5,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12520,MZ,MOZ,Mozambique,2020-03-27T00:00:00.000Z,0,5,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12521,MZ,MOZ,Mozambique,2020-03-28T00:00:00.000Z,2,7,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12522,MZ,MOZ,Mozambique,2020-03-29T00:00:00.000Z,1,8,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12523,MZ,MOZ,Mozambique,2020-03-30T00:00:00.000Z,0,8,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12524,MZ,MOZ,Mozambique,2020-03-31T00:00:00.000Z,0,8,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12525,MZ,MOZ,Mozambique,2020-04-01T00:00:00.000Z,0,8,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12526,MZ,MOZ,Mozambique,2020-04-02T00:00:00.000Z,2,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12527,MZ,MOZ,Mozambique,2020-04-03T00:00:00.000Z,0,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12528,MZ,MOZ,Mozambique,2020-04-04T00:00:00.000Z,0,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12529,MZ,MOZ,Mozambique,2020-04-05T00:00:00.000Z,0,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12530,MZ,MOZ,Mozambique,2020-04-06T00:00:00.000Z,0,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
12531,MZ,MOZ,Mozambique,2020-04-07T00:00:00.000Z,0,10,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
